1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	183443
21	71620
22	51627
23	80792
24	30998
25	25872
26	49627
27	18712
28	18858
29	30256
30	11694
31	9526
32	18747
33	7184
34	6314
35	12820
36	5302
37	4220
38	8551
39	3153
40	3037
41	6214
42	2298
43	2207
44	4420
45	1596
46	1588
47	3011
48	1138
49	1091
50	2338
51	913
52	789
53	1701
54	729
55	668
56	1245
57	529
58	547
59	1022
60	493
61	393
62	815
63	365
64	325
65	565
66	353
67	244
68	495
69	279
70	239
71	371
72	191
73	183
74	300
75	152
76	167
77	245
78	124
79	131
80	227
81	131
82	104
83	159
84	102
85	103
86	161
87	84
88	72
89	117
90	99
91	68
92	125
93	61
94	58
95	98
96	50
97	54
98	77
99	46
100	43
101	64
102	42
103	46
104	74
105	31
106	38
107	48
108	42
109	31
110	43
111	34
112	39
113	29
114	30
115	27
116	28
117	21
118	21
119	31
120	18
121	18
122	25
123	12
124	21
125	17
126	22
127	16
128	24
129	17
130	22
131	33
132	10
133	11
134	18
135	11
136	12
137	14
138	11
139	9
140	18
141	21
142	12
143	14
144	7
145	8
146	9
147	12
148	10
149	10
150	12
151	9
152	12
153	11
154	9
155	6
156	9
157	10
158	11
159	4
160	5
161	2
162	4
163	8
164	6
165	9
166	3
167	5
168	4
169	2
170	6
171	8
172	3
173	5
174	4
175	3
176	7
177	3
178	5
179	4
180	2
181	5
182	4
183	5
184	3
185	5
186	2
187	6
188	3
189	2
190	3
191	1
192	2
193	3
194	3
195	3
196	4
197	4
198	3
199	0
200	4
201	1
202	0
203	2
204	2
205	1
206	2
207	1
208	3
209	2
210	1
211	0
212	2
213	0
214	0
215	1
216	1
217	3
218	1
219	1
220	1
221	6
222	1
223	1
224	2
225	2
226	0
227	0
228	0
229	0
230	2
231	2
232	1
233	0
234	0
235	1
236	0
237	2
238	1
239	2
240	0
241	0
242	0
243	1
244	0
245	1
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	1
255	0
256	0
257	0
258	0
259	0
260	1
261	0
262	0
263	2
264	0
265	0
266	0
267	1
268	2
269	0
270	1
271	1
272	0
273	2
274	0
275	0
276	0
277	0
278	2
279	1
280	0
281	0
282	0
283	1
284	1
285	0
286	1
287	1
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	1
296	0
297	0
298	0
299	1
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	1
309	1
310	0
311	0
312	0
313	1
314	0
315	0
316	1
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	1
325	0
326	1
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	1
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	1
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	1
377	1
378	0
379	0
380	1
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	1
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	1
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
500	0
501	0
502	0
503	0
504	0
505	0
506	0
507	0
508	0
509	0
510	0
511	0
512	0
513	0
514	0
515	0
516	0
517	0
518	0
519	0
520	0
521	0
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	0
531	1
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	0
553	0
554	0
555	0
556	0
557	0
558	0
559	0
560	0
561	0
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	0
571	0
572	0
573	0
574	0
575	0
576	0
577	0
578	0
579	0
580	0
581	0
582	0
583	0
584	0
585	0
586	0
587	0
588	0
589	0
590	0
591	0
592	0
593	0
594	0
595	0
596	0
597	0
598	0
599	0
600	0
601	0
602	0
603	0
